transaction_id,amount,merchant_avg_amount,amount_deviation_ratio,hour_of_day,is_night,velocity_last_hour,location_mismatch,device_change,customer_tenure_days,is_fraud
TXN_1419,871.16,113.58,7.67,0,1,2,0,1,419,0
TXN_1420,87.27,101.48,0.86,6,0,1,0,0,471,0
TXN_1421,106.3,177.16,0.6,1,1,4,1,0,468,1
TXN_1422,80.76,96.14,0.84,2,1,2,1,0,29,1
TXN_1423,56.25,119.68,0.47,11,0,2,0,1,205,0
TXN_1424,188.74,60.3,3.13,8,0,1,0,0,18,0
TXN_1425,65.42,61.72,1.06,19,0,5,0,0,240,0
TXN_1426,47.12,43.23,1.09,22,1,1,0,0,175,0
TXN_1427,68.51,60.63,1.13,11,0,6,0,0,656,0
TXN_1428,76.4,76.4,1.0,3,1,1,0,0,130,0
TXN_1429,1135.82,168.02,6.76,6,0,1,0,0,38,0
TXN_1430,333.4,55.66,5.99,14,0,1,1,1,47,1
TXN_1431,208.17,247.82,0.84,16,0,1,0,0,431,0
TXN_1432,869.17,125.24,6.94,19,0,2,0,1,289,0
TXN_1433,81.78,112.03,0.73,1,1,5,0,0,32,0
TXN_1434,389.88,92.17,4.23,21,0,1,0,0,27,0
TXN_1435,156.89,83.01,1.89,6,0,3,0,0,363,0
TXN_1436,85.38,65.68,1.3,18,0,1,0,1,23,0
TXN_1437,73.83,39.91,1.85,11,0,1,1,1,518,0
TXN_1438,351.73,56.73,6.2,22,1,1,0,1,368,0
TXN_1439,402.32,200.16,2.01,17,0,5,0,1,26,1
TXN_1440,275.21,121.24,2.27,12,0,5,0,0,27,0
TXN_1441,99.62,199.23,0.5,8,0,3,1,1,1295,0
TXN_1442,70.58,64.75,1.09,3,1,3,0,0,141,0
TXN_1443,51.86,49.87,1.04,4,1,2,0,0,139,0
TXN_1444,77.01,91.68,0.84,6,0,3,0,0,503,0
TXN_1445,70.64,57.9,1.22,6,0,1,1,1,883,0
TXN_1446,709.99,102.01,6.96,2,1,2,1,1,1281,1
TXN_1447,144.51,35.42,4.08,2,1,1,0,1,420,1
TXN_1448,26.41,26.68,0.99,11,0,2,0,0,142,0
TXN_1449,177.81,109.76,1.62,20,0,1,0,0,27,0
TXN_1450,219.35,203.1,1.08,5,1,4,0,0,451,0
TXN_1451,144.91,112.33,1.29,20,0,3,0,0,246,0
TXN_1452,601.74,120.59,4.99,14,0,4,0,0,166,0
TXN_1453,618.95,93.78,6.6,5,1,1,1,0,711,1
TXN_1454,61.13,98.59,0.62,3,1,2,1,0,36,0
TXN_1455,31.82,38.81,0.82,6,0,4,1,0,204,0
TXN_1456,56.75,59.11,0.96,18,0,2,0,1,4,0
TXN_1457,100.27,167.12,0.6,9,0,2,0,0,190,0
TXN_1458,408.28,47.53,8.59,23,1,2,1,0,18,0
TXN_1459,85.29,75.48,1.13,5,1,1,0,0,38,0
TXN_1460,173.63,165.36,1.05,15,0,2,0,0,38,0
TXN_1461,795.66,97.15,8.19,14,0,5,0,0,315,0
TXN_1462,78.83,99.78,0.79,20,0,4,1,0,412,0
TXN_1463,313.77,75.79,4.14,18,0,5,1,0,263,1
TXN_1464,98.76,129.95,0.76,8,0,1,1,0,983,0
TXN_1465,621.67,146.62,4.24,0,1,3,0,0,141,0
TXN_1466,92.32,57.34,1.61,7,0,1,0,0,101,0
TXN_1467,49.49,40.9,1.21,9,0,6,0,0,609,0
TXN_1468,45.21,29.55,1.53,7,0,1,0,0,76,0
TXN_1469,490.23,117.56,4.17,6,0,4,0,0,991,0
TXN_1470,794.04,110.59,7.18,1,1,1,0,0,4,0
TXN_1471,293.36,284.82,1.03,8,0,1,1,0,1051,0
TXN_1472,62.09,94.08,0.66,12,0,1,0,0,14,0
TXN_1473,93.78,85.25,1.1,18,0,1,0,1,666,0
TXN_1474,358.21,103.83,3.45,5,1,2,0,0,226,0
TXN_1475,272.39,106.82,2.55,18,0,2,0,1,1488,0
TXN_1476,71.11,81.73,0.87,6,0,2,0,0,23,0
TXN_1477,75.32,58.39,1.29,7,0,3,1,0,243,0
TXN_1478,91.39,91.39,1.0,6,0,4,1,0,1046,0
TXN_1479,570.43,89.55,6.37,5,1,3,1,1,223,1
TXN_1480,41.73,88.78,0.47,2,1,3,0,0,298,0
TXN_1481,185.11,137.12,1.35,5,1,1,1,0,357,0
TXN_1482,168.35,90.51,1.86,8,0,6,0,1,182,0
TXN_1483,31.06,41.41,0.75,18,0,1,0,1,297,0
TXN_1484,33.12,63.7,0.52,17,0,3,0,0,264,0
TXN_1485,71.45,81.19,0.88,12,0,6,0,0,695,0
TXN_1486,359.17,92.81,3.87,5,1,2,0,1,14,1
TXN_1487,91.52,118.86,0.77,20,0,3,1,0,99,0
TXN_1488,119.3,93.2,1.28,11,0,6,1,0,902,0
TXN_1489,26.46,27.0,0.98,18,0,4,0,0,663,0
TXN_1490,31.8,44.17,0.72,18,0,1,0,0,183,1
TXN_1491,710.52,123.14,5.77,12,0,3,1,0,291,1
TXN_1492,104.79,79.99,1.31,3,1,1,0,0,98,0
TXN_1493,84.83,97.51,0.87,17,0,3,0,0,63,0
TXN_1494,660.21,74.6,8.85,23,1,2,0,1,187,1
TXN_1495,78.18,63.56,1.23,21,0,2,0,0,131,0
TXN_1496,90.54,76.08,1.19,5,1,2,0,0,263,1
TXN_1497,100.09,98.13,1.02,10,0,1,0,0,25,0
TXN_1498,159.57,90.15,1.77,12,0,1,0,0,1100,0
TXN_1499,184.11,146.12,1.26,6,0,4,0,0,1286,0
TXN_1500,31.15,37.08,0.84,2,1,1,0,0,360,0
TXN_1501,33.58,39.98,0.84,6,0,8,0,0,231,0
TXN_1502,63.59,79.49,0.8,17,0,5,0,1,112,0
TXN_1503,154.25,119.57,1.29,18,0,2,0,0,505,0
TXN_1504,103.94,133.25,0.78,5,1,3,0,0,347,0
TXN_1505,54.56,64.95,0.84,20,0,3,0,0,54,0
TXN_1506,95.66,18.36,5.21,9,0,4,0,1,726,1
TXN_1507,71.4,66.11,1.08,1,1,2,0,0,519,0
TXN_1508,986.96,110.77,8.91,7,0,2,0,1,898,0
TXN_1509,699.72,89.25,7.84,10,0,2,0,1,389,0
TXN_1510,75.56,121.87,0.62,6,0,6,0,1,286,0
TXN_1511,157.54,164.1,0.96,14,0,4,0,0,163,0
TXN_1512,122.9,82.48,1.49,10,0,1,0,0,810,0
TXN_1513,230.22,70.19,3.28,11,0,2,1,1,604,1
TXN_1514,63.73,54.01,1.18,7,0,1,0,0,14,0
TXN_1515,340.4,39.86,8.54,15,0,1,1,0,9,1
TXN_1516,195.56,34.13,5.73,15,0,2,1,0,142,1
TXN_1517,64.58,61.5,1.05,6,0,1,0,0,500,0
TXN_1518,109.81,152.52,0.72,1,1,1,0,0,1310,0
TXN_1519,910.22,128.02,7.11,12,0,1,1,0,49,1
TXN_1520,68.4,68.4,1.0,11,0,3,0,0,271,0
TXN_1521,114.57,249.06,0.46,21,0,3,0,0,144,0
TXN_1522,309.62,63.84,4.85,23,1,6,0,0,1052,1
TXN_1523,477.05,172.22,2.77,6,0,2,0,0,554,0
TXN_1524,251.51,193.47,1.3,6,0,3,0,1,547,0
TXN_1525,556.39,114.72,4.85,13,0,6,0,0,190,1
TXN_1526,107.06,61.18,1.75,9,0,1,0,0,161,0
TXN_1527,49.18,73.4,0.67,5,1,4,0,0,96,0
TXN_1528,79.51,99.39,0.8,10,0,1,0,0,18,0
TXN_1529,25.51,40.49,0.63,18,0,5,0,0,601,0
TXN_1530,56.85,51.22,1.11,12,0,3,0,0,503,0
TXN_1531,84.58,48.89,1.73,5,1,1,0,0,1500,0
TXN_1532,759.81,119.28,6.37,20,0,3,0,1,1500,0
TXN_1533,71.84,163.28,0.44,15,0,1,0,0,244,0
TXN_1534,202.49,130.64,1.55,4,1,2,1,0,440,0
TXN_1535,960.58,149.39,6.43,7,0,2,0,1,869,0
TXN_1536,26.26,58.36,0.45,19,0,5,0,0,569,0
TXN_1537,90.25,75.21,1.2,4,1,1,0,0,86,0
TXN_1538,269.46,78.33,3.44,9,0,4,0,0,180,0
TXN_1539,83.57,114.48,0.73,15,0,1,0,0,42,0
TXN_1540,35.59,62.43,0.57,17,0,1,1,0,925,0
TXN_1541,215.47,144.61,1.49,6,0,2,0,0,280,0
TXN_1542,204.02,190.67,1.07,15,0,2,0,0,78,0
TXN_1543,130.48,117.55,1.11,14,0,2,0,0,335,0
TXN_1544,57.27,73.42,0.78,8,0,1,0,1,289,0
TXN_1545,40.54,55.53,0.73,17,0,2,0,0,134,0
TXN_1546,18.12,48.96,0.37,0,1,4,1,1,37,1
TXN_1547,24.72,27.16,0.91,15,0,1,0,0,335,0
TXN_1548,141.76,79.64,1.78,14,0,3,0,0,221,0
TXN_1549,54.03,77.19,0.7,23,1,4,0,0,444,0
TXN_1550,75.59,139.99,0.54,8,0,1,0,0,221,0
TXN_1551,76.99,64.7,1.19,21,0,8,0,1,574,0
TXN_1552,105.08,82.09,1.28,13,0,3,1,0,241,0
TXN_1553,360.03,104.66,3.44,7,0,1,0,0,247,0
TXN_1554,298.34,116.54,2.56,3,1,4,0,0,628,1
TXN_1555,146.15,131.67,1.11,18,0,2,0,0,155,0
TXN_1556,93.25,99.2,0.94,0,1,1,0,0,44,0
TXN_1557,62.28,41.8,1.49,7,0,2,0,0,9,0
TXN_1558,294.73,111.22,2.65,22,1,3,0,1,423,0
TXN_1559,31.07,62.14,0.5,23,1,4,0,0,291,1
TXN_1560,878.27,167.29,5.25,5,1,6,0,1,366,1
TXN_1561,94.69,91.05,1.04,14,0,3,1,0,72,0
TXN_1562,178.14,102.38,1.74,18,0,2,1,0,44,0
TXN_1563,398.15,297.13,1.34,7,0,2,0,0,5,0
TXN_1564,135.53,132.87,1.02,12,0,5,0,0,130,0
TXN_1565,149.82,110.16,1.36,21,0,2,0,0,268,0
TXN_1566,70.9,83.41,0.85,20,0,1,0,0,150,0
TXN_1567,31.94,43.76,0.73,2,1,2,1,0,173,0
TXN_1568,323.97,80.19,4.04,8,0,5,0,0,704,0
TXN_1569,39.16,55.15,0.71,14,0,1,1,0,129,0
TXN_1570,261.69,202.86,1.29,20,0,5,0,0,217,0
TXN_1571,112.04,110.93,1.01,11,0,1,1,0,460,0
TXN_1572,64.0,164.11,0.39,16,0,1,0,0,152,0
TXN_1573,518.44,63.69,8.14,6,0,4,0,0,292,0
TXN_1574,65.41,57.38,1.14,5,1,1,0,1,595,0
TXN_1575,107.23,126.15,0.85,5,1,2,0,0,896,0
TXN_1576,19.41,53.92,0.36,21,0,3,1,0,48,0
TXN_1577,119.73,70.43,1.7,10,0,4,0,0,784,0
TXN_1578,222.49,207.93,1.07,12,0,2,0,1,204,0
TXN_1579,347.66,71.98,4.83,21,0,1,0,0,90,0
TXN_1580,32.11,38.69,0.83,1,1,2,0,0,185,0
TXN_1581,38.48,31.03,1.24,13,0,1,0,0,1175,0
TXN_1582,75.13,36.12,2.08,15,0,1,0,0,204,0
TXN_1583,126.87,169.16,0.75,2,1,1,0,0,120,0
TXN_1584,128.5,65.9,1.95,14,0,1,0,0,302,0
TXN_1585,341.83,292.16,1.17,22,1,1,0,0,83,0
TXN_1586,136.19,191.82,0.71,14,0,1,0,0,24,0
TXN_1587,566.33,234.02,2.42,6,0,2,1,0,42,0
TXN_1588,955.27,151.39,6.31,7,0,1,1,0,42,1
TXN_1589,699.28,122.68,5.7,8,0,1,0,0,50,0
TXN_1590,210.9,56.24,3.75,19,0,4,0,0,45,0
TXN_1591,65.58,89.83,0.73,9,0,3,0,1,308,0
TXN_1592,529.72,129.2,4.1,15,0,4,0,0,61,0
TXN_1593,275.46,146.52,1.88,14,0,2,1,0,128,0
TXN_1594,40.56,46.09,0.88,15,0,3,0,0,682,0
TXN_1595,80.07,80.88,0.99,2,1,1,0,0,193,0
TXN_1596,512.68,86.02,5.96,11,0,1,0,0,331,0
TXN_1597,74.92,84.18,0.89,6,0,2,0,0,57,0
TXN_1598,298.97,49.58,6.03,1,1,3,0,0,65,0
TXN_1599,311.75,219.54,1.42,14,0,3,1,0,13,0
