timestamp,transaction_id,fraud_probability,original_decision,final_decision,decision,override_reason,top_contributing_feature,record_hash
2026-09-04T09:30:18.185384+00:00,TXN_1135,0.3293,CLEAR,CLEAR,CLEAR,none,amount,23e4ae726f456305d23dcebf60236a1fd330cfde78c2421501d436b4179cfd90
2026-09-04T09:30:18.198645+00:00,TXN_1136,0.9433,HOLD,HOLD,HOLD,none,amount_deviation_ratio,bf94f54ca3dde19384ed4b7ed7029198a3bb6b41928ab7179bb1eb2773ec3b97
2026-09-04T09:30:18.211620+00:00,TXN_1137,0.21,CLEAR,CLEAR,CLEAR,none,location_mismatch,a589dc672fc9b06b18afc9d35a79def3f2ed23bddc394e2d277db339dbf79d0f
2026-09-04T09:30:18.225626+00:00,TXN_1138,0.0942,CLEAR,CLEAR,CLEAR,none,device_change,4a67a53759a8c6726518e6d64d91f512610caef2424612711f96d72d476814fd
2026-09-04T09:30:18.238421+00:00,TXN_1139,0.2404,CLEAR,CLEAR,CLEAR,none,hour_of_day,2bf3795e69274587fbfb99e1a307cfbb80e669d72fa5303e6fdc7fb7565d9695
2026-09-04T09:30:18.252034+00:00,TXN_1140,0.2488,CLEAR,CLEAR,CLEAR,none,amount,f6db4836841f7a0532fcbc560695884d8786beb5982e84b0e2a09fd8fe26dbfe
2026-09-04T09:30:18.265653+00:00,TXN_1141,0.1036,CLEAR,CLEAR,CLEAR,none,customer_tenure_days,fc4867b09bf212d4ece54dbdaa493aac0906c99ef4740e096678801e1e08ec73
2026-09-04T09:30:18.282264+00:00,TXN_1142,0.1102,CLEAR,CLEAR,CLEAR,none,merchant_avg_amount,5e4204fb2ae69341a45b384b0fd66f43b2d83eab0086f294753f3d765344d5d9
2026-09-04T09:30:18.299231+00:00,TXN_1143,0.1425,CLEAR,CLEAR,CLEAR,none,customer_tenure_days,bb901a4713f0508d88023dfd959906ac5fdf145b8bb27f440d99238f789c4f78
2026-09-04T09:30:18.315094+00:00,TXN_1144,0.4749,ESCALATE,ESCALATE,ESCALATE,none,merchant_avg_amount,9b080cf2bd38866cff0108b385a23c11b30a8e414c0c1cdbf6f58b9e3b0720f7
2026-09-04T09:30:18.329748+00:00,TXN_1145,0.0886,CLEAR,CLEAR,CLEAR,none,customer_tenure_days,0697e8217a1c36a73f7720ce7da288749988c5affb4708e46444251d78eb7478
2026-09-04T09:30:18.338938+00:00,TXN_1146,0.963,HOLD,HOLD,HOLD,none,amount_deviation_ratio,9f8e44a07e7d1ebd1128fb21431c4df52a014f5cad8e14070232758634bd6c06
2026-09-04T09:30:18.352253+00:00,TXN_1147,0.1737,CLEAR,CLEAR,CLEAR,none,hour_of_day,4c881deac62596cdf92c35a793768813c5bfdf7eab55ef380ecdced4eebe2862
2026-09-04T09:30:18.365320+00:00,TXN_1148,0.055,CLEAR,CLEAR,CLEAR,none,customer_tenure_days,b2d7492eb66120819be9673c2564696cee15789e11f9974329b36acb6f63e96f
2026-09-04T09:30:18.376903+00:00,TXN_1149,0.1977,CLEAR,CLEAR,CLEAR,none,location_mismatch,3864f10ac2cd37446088d082488654ad2c4225c20216980283e6c437971ae142
2026-09-04T09:30:18.386317+00:00,TXN_1150,0.0986,CLEAR,CLEAR,CLEAR,none,device_change,510413383a42433ab3f44bfe322f82eedf7c229ada7eb6f27a429cd20acc74b8
2026-09-04T09:30:18.397563+00:00,TXN_1151,0.2228,CLEAR,CLEAR,CLEAR,none,is_night,d67211f7bd657018fc823611c42546671ebcb042e3d76bbe686e0d663c18ed41
2026-09-04T09:30:18.411563+00:00,TXN_1152,0.2958,CLEAR,CLEAR,CLEAR,none,amount_deviation_ratio,924071431e21fcd149dd432d20b3c671a04046020aecbd40fe8488d2f2dfb966
2026-09-04T09:30:18.425270+00:00,TXN_1153,0.2084,CLEAR,CLEAR,CLEAR,none,is_night,071c9232c37205f5afeadbad5c0c6633d56c818231725087ac841e87b6617d94
2026-09-04T09:30:18.436617+00:00,TXN_1154,0.8407,HOLD,HOLD,HOLD,none,location_mismatch,984fe57b966a2cd2472197e2349691572416eefbac359adf5c013a605dd25499
2026-09-04T09:30:18.451729+00:00,TXN_1155,0.0767,CLEAR,CLEAR,CLEAR,none,velocity_last_hour,306a2114c9bd09db8151ceb188e39089e59a02112530cb625dd73913bd191338
2026-09-04T09:30:18.467153+00:00,TXN_1156,0.1466,CLEAR,CLEAR,CLEAR,none,hour_of_day,d81b3431857ba21cb7ef4cf43e97484ef50a57ff94c0e5b02170ec9e2dcde432
2026-09-04T09:30:18.483155+00:00,TXN_1157,0.0482,CLEAR,CLEAR,CLEAR,none,merchant_avg_amount,687560aa11f6a25ca4c03e6583acdce704914b44b6279e9014ac430fe3086020
2026-09-04T09:30:18.496963+00:00,TXN_1158,0.1049,CLEAR,CLEAR,CLEAR,none,customer_tenure_days,f3529f0b8dbc107a57cb9f26148e1e33eb5892a25eed0d8d00ad4c8f0e397f01
2026-09-04T09:30:18.508779+00:00,TXN_1159,0.7505,HOLD,HOLD,HOLD,none,amount_deviation_ratio,1db6d47871ca3dd46e1ae011e2182cfef8a5ed5b26a799ab24230ec50b2b16d2
2026-09-04T09:30:18.518564+00:00,TXN_1160,0.144,CLEAR,CLEAR,CLEAR,none,merchant_avg_amount,27c4b9b784409a27ec90fb7e3e241f9e1600d71ba49fa4d7f6c3b24e9de38161
2026-09-04T09:30:18.531341+00:00,TXN_1161,0.2397,CLEAR,CLEAR,CLEAR,none,hour_of_day,964f53204399377a83ff0d45cb14ff702eb272642729ff8d9c56605f38d62592
2026-09-04T09:30:18.545156+00:00,TXN_1162,0.3044,CLEAR,CLEAR,CLEAR,none,is_night,5aba3b531ad1a35d9f89fb447060e88a04dc60167abaa63d0021ee6a966d523d
2026-09-04T09:30:18.561677+00:00,TXN_1163,0.1096,CLEAR,CLEAR,CLEAR,none,hour_of_day,282c5fe6785fcffcbbcd4bfc28151fc82a880f9ad2d663c299b51244cd7ccdf8
2026-09-04T09:30:18.575903+00:00,TXN_1164,0.5981,ESCALATE,ESCALATE,ESCALATE,none,amount_deviation_ratio,3ca8d5fc6a584321e8253980042b1b5cb22967977c662cad94e2f1321fab75f9
2026-09-04T09:30:18.585693+00:00,TXN_1165,0.5306,ESCALATE,ESCALATE,ESCALATE,none,location_mismatch,5671309bd097e4fa2c578a5f39242607b9f92bbcf4e1b6e344cec67a0907ae5b
2026-09-04T09:30:18.597038+00:00,TXN_1166,0.145,CLEAR,CLEAR,CLEAR,none,hour_of_day,4b0a2eb6cedb8ce1889f764ae0050ec06cb0019be47cf773c461910fecf7e1da
2026-09-04T09:30:18.611597+00:00,TXN_1167,0.6926,ESCALATE,ESCALATE,ESCALATE,none,location_mismatch,9ae882880231e87afbec4ac0a66ec4e9550780e79e976f8b7f2f9f6c6a6aeda5
2026-09-04T09:30:18.621771+00:00,TXN_1168,0.5687,ESCALATE,ESCALATE,ESCALATE,none,amount,5f4dee05f4c6b479d72e156f7b478b822ab93ea3da72347fc66331d35cb6be04
2026-09-04T09:30:18.633633+00:00,TXN_1169,0.0919,CLEAR,CLEAR,CLEAR,none,hour_of_day,f27117ec8a7f0f31693f9144841042418e2d6c4b1464ccceb2ec7d99de18ed61
2026-09-04T09:30:18.646547+00:00,TXN_1170,0.2134,CLEAR,CLEAR,CLEAR,none,hour_of_day,89297b476b55c174a96dec9cde6375f23e138d5f2dbc40c2d45d6f2b9f8e8afb
2026-09-04T09:30:18.655600+00:00,TXN_1171,0.05,CLEAR,CLEAR,CLEAR,none,velocity_last_hour,b5ec4f69a2f2fc00810123f6f386d8385adf6b99d54ec9eb629364e1926355cb
2026-09-04T09:30:18.668708+00:00,TXN_1172,0.4083,ESCALATE,ESCALATE,ESCALATE,none,customer_tenure_days,56e405bfdc07072f64cc2c8aa6ce611f48c32b7248351e1a1969aed5b8b079be
2026-09-04T09:30:18.682029+00:00,TXN_1173,0.1345,CLEAR,CLEAR,CLEAR,none,merchant_avg_amount,466312931d5721add47733b63523e370ba392db895d8e5de913d6fc82b9fe072
2026-09-04T09:30:18.698203+00:00,TXN_1174,0.3596,CLEAR,CLEAR,CLEAR,none,location_mismatch,3bb2777fe6a4d4f36e7c4ebd2cf0c253245049f40b0fad3b72870188b378a7d6
2026-09-04T09:30:18.714060+00:00,TXN_1175,0.0708,CLEAR,CLEAR,CLEAR,none,customer_tenure_days,dc75a12c4a403cca18c20194006dfdad64c3aaeb79bac8ef536276b48e9aa0ca
2026-09-04T09:30:18.728836+00:00,TXN_1176,0.0855,CLEAR,CLEAR,CLEAR,none,merchant_avg_amount,50bde6ec0584d3fb614f841b6f43c4814c2caee12f2e45eb451e384be4072a7a
2026-09-04T09:30:18.743461+00:00,TXN_1177,0.1388,CLEAR,CLEAR,CLEAR,none,hour_of_day,504af0807d704e66903c013d5bcd53999ef73f14d1a2badc116acc048c70aef2
2026-09-04T09:30:18.756168+00:00,TXN_1178,0.1469,CLEAR,CLEAR,CLEAR,none,location_mismatch,8208861cc0bcd18e7d8b7fee71ae2b3885690d0a57b64adf994e2d87d421ed11
2026-09-04T09:30:18.772120+00:00,TXN_1179,0.08,CLEAR,CLEAR,CLEAR,none,customer_tenure_days,d4435f9b91ba9a44491a8445dff67249154aa7c171c29bab3ba22e3113023424
2026-09-04T09:30:18.788490+00:00,TXN_1180,0.1587,CLEAR,CLEAR,CLEAR,none,hour_of_day,a76eb7a80ef4817fc177db65c4d69ce6b6cb4b7abe767992d94aab78a66d74e2
2026-09-04T09:30:18.805851+00:00,TXN_1181,0.0674,CLEAR,CLEAR,CLEAR,none,customer_tenure_days,b6a2149908b8c88baebafda5b1c48885fbe772eb1af3a21bdd1e55924fba44b9
2026-09-04T09:30:18.819854+00:00,TXN_1182,0.0891,CLEAR,CLEAR,CLEAR,none,merchant_avg_amount,05aecc4f5edd50ee5b9617f898903f34d8d6f86a1714e3660bd1fa8e39a9b612
2026-09-04T09:30:18.835294+00:00,TXN_1183,0.304,CLEAR,CLEAR,CLEAR,none,location_mismatch,d3cf1cf0c76723c8a178f45e44841355b3ab33c2cab0fb01f8be30e3b91f1c65
2026-09-04T09:30:18.848212+00:00,TXN_1184,0.0918,CLEAR,CLEAR,CLEAR,none,is_night,03c3974d2376e560da2c71a0860f65a65c91f22bfdfb62d232d4628934b1f686
2026-09-04T09:30:18.860081+00:00,TXN_1185,0.9825,HOLD,HOLD,HOLD,none,amount,11cfdeb6d9b3c3a261c60dd3158b2947d757a2c729421a0c64f71df2cf06dced
2026-09-04T09:30:18.869907+00:00,TXN_1186,0.1393,CLEAR,CLEAR,CLEAR,none,hour_of_day,379945d0b90a1c17dfca47c28f76aa5f38016e4deb0ae2065d61a5288c2d45bc
2026-09-04T09:30:18.884630+00:00,TXN_1187,0.1109,CLEAR,CLEAR,CLEAR,none,merchant_avg_amount,ef0a216b0832ee881ac1082280fe2a1a13957f16fe603363e23b4237898fff57
2026-09-04T09:30:18.901150+00:00,TXN_1188,0.2224,CLEAR,CLEAR,CLEAR,none,is_night,1a13be1d8101695451404e4c0f4a4b0023576f1666deadedee500b6d1af24746
2026-09-04T09:30:18.916267+00:00,TXN_1189,0.1163,CLEAR,CLEAR,CLEAR,none,customer_tenure_days,30d88eef800f370ef72b07bceab0c8d06d2d46bdad3f8a6b3ff1c3bd6a820311
2026-09-04T09:30:18.932937+00:00,TXN_1190,0.9788,HOLD,HOLD,HOLD,none,amount,c821ca3f0c8336d081e3e8a1eb3bbf094793a3c3571b3e57e2d86f9a41623a31
2026-09-04T09:30:18.949633+00:00,TXN_1191,0.294,CLEAR,CLEAR,CLEAR,none,is_night,a9346c84cdd7f1351a218334aeb4ef85da7977fff22c8b5660c81c02b4d0282b
2026-09-04T09:30:18.964192+00:00,TXN_1192,0.1425,CLEAR,CLEAR,CLEAR,none,hour_of_day,e323e7e6a25cdb96c135fbc8a0e3604f9eebb734ce34067658c0ce873ce48219
2026-09-04T09:30:18.978475+00:00,TXN_1193,0.2034,CLEAR,CLEAR,CLEAR,none,amount,27e9bc4354f5607d986b1b80b44f25f6f1b06b13fb512d20a08c28ca5e277d98
2026-09-04T09:30:18.989165+00:00,TXN_1194,0.1905,CLEAR,CLEAR,CLEAR,none,hour_of_day,93fc09e0f3e3ecb8188ab7bf0d2d2ab969a936e4ed6dd7c73f68bd53581e8e82
2026-09-04T09:30:19.003871+00:00,TXN_1195,0.5287,ESCALATE,ESCALATE,ESCALATE,none,amount_deviation_ratio,e31ffea8f6c6b1d34a3781a2a8a7f24b1b013c209abf6214b665a9f45166bd43
2026-09-04T09:30:19.017578+00:00,TXN_1196,0.3542,CLEAR,CLEAR,CLEAR,none,is_night,d814d6149da3a0203da3232c822941cfee03ea38b39f673095a455e3c54ca355
2026-09-04T09:30:19.032605+00:00,TXN_1197,0.9895,HOLD,HOLD,HOLD,none,amount,cb8ae6af1d235411ad9dcef6d851809767e493f0d40d8464771f36712ddb7d0d
2026-09-04T09:30:19.048885+00:00,TXN_1198,0.2138,CLEAR,CLEAR,CLEAR,none,hour_of_day,4362cb33e3789fcdb363bccb3f181c9b6e079f5cb17c4787ed6d68b59e61d2fa
2026-09-04T09:30:19.065152+00:00,TXN_1199,0.0448,CLEAR,CLEAR,CLEAR,none,merchant_avg_amount,74a98a659b2907272df47cd00797761fb4857cef842a2e01fca4c9edaad2262a
2026-09-04T09:30:19.081543+00:00,TXN_1200,0.3429,CLEAR,CLEAR,CLEAR,none,amount,7ed4c82423dad8819a23a8c62d33fe80493119b76076d64bcee99f33f295d213
2026-09-04T09:30:19.099206+00:00,TXN_1201,0.0695,CLEAR,CLEAR,CLEAR,none,customer_tenure_days,2ce2080326ea34bbe47c6a8beb095a1cb55e7635457f026ec5e29a35edcc22ce
2026-09-04T09:30:19.112821+00:00,TXN_1202,0.1069,CLEAR,CLEAR,CLEAR,none,merchant_avg_amount,dc0e2c4591e3301575c5d92547a4a7c24f0eb82549d78dcd439dd7a015b52028
2026-09-04T09:30:19.125921+00:00,TXN_1203,0.2652,CLEAR,CLEAR,CLEAR,none,is_night,fcf2019c53ccbf1f095f478a84c66f5d2bd9888f86844b104605d1c2065d1fa7
2026-09-04T09:30:19.145307+00:00,TXN_1204,0.128,CLEAR,CLEAR,CLEAR,none,merchant_avg_amount,7cec3fb7e1dda5a4770096d83bdc3849e74c2b19f51acf9cd2958adaf0d557aa
2026-09-04T09:30:19.159767+00:00,TXN_1205,0.0962,CLEAR,CLEAR,CLEAR,none,customer_tenure_days,8f9811f579b7f30fe3019dafe85938655987e66e5628f534b04950bf715e9114
2026-09-04T09:30:19.169363+00:00,TXN_1206,0.056,CLEAR,CLEAR,CLEAR,none,merchant_avg_amount,2ba310c1c08894071b8af3d03c8596ccddf1f251d040ed4fdb705481e9e74865
2026-09-04T09:30:19.181851+00:00,TXN_1207,0.2859,CLEAR,CLEAR,CLEAR,none,is_night,5523e241e886ef4932294e75db568aa25e215ef08707d36d6a883143d80d1f00
2026-09-04T09:30:19.193225+00:00,TXN_1208,0.0699,CLEAR,CLEAR,CLEAR,none,merchant_avg_amount,b900b7d91cc4c28f9b52a0021cd5789493655f0a40d6ec09e28fa6ffde9d151f
2026-09-04T09:30:19.202634+00:00,TXN_1209,0.0702,CLEAR,CLEAR,CLEAR,none,location_mismatch,75d4b003fe0c1631192f16a11f545e5ca9e66e19feefb648fa9b36eff1fbdbd3
2026-09-04T09:30:19.215035+00:00,TXN_1210,0.2499,CLEAR,CLEAR,CLEAR,none,amount_deviation_ratio,44b9efd80b7257ffa47d9367d26a3397a79d2d5e4b54b6d0ba9603f2af0baea5
2026-09-04T09:30:19.228939+00:00,TXN_1211,0.2337,CLEAR,CLEAR,CLEAR,none,amount_deviation_ratio,23a3e1cdbe1bfee083dc2e817ca6f81863a3c47d8519678e0c88ddd835ae55ec
2026-09-04T09:30:19.245156+00:00,TXN_1212,0.3636,CLEAR,CLEAR,CLEAR,none,location_mismatch,2c8336ae57f6bc74f1479ba8fecf615c83f0628b3c0efdb52f4f96e9fab2b096
2026-09-04T09:30:19.260022+00:00,TXN_1213,0.4964,ESCALATE,ESCALATE,ESCALATE,none,location_mismatch,e89082104718b0d18593ce38adbedc1fd245a05a2669aae24af089716269cb00
2026-09-04T09:30:19.272666+00:00,TXN_1214,0.1515,CLEAR,CLEAR,CLEAR,none,hour_of_day,4b932f0e41d76907d133693d86d1694a83ca83fc38a5e193931012f737d75e67
2026-09-04T09:30:19.287770+00:00,TXN_1215,0.0337,CLEAR,CLEAR,CLEAR,none,merchant_avg_amount,2c6761c39833e837a81f244c1246a2d13fc53fec6020aa03c45d31740f68ea8d
2026-09-04T09:30:19.301694+00:00,TXN_1216,0.0956,CLEAR,CLEAR,CLEAR,none,is_night,ba65af84a787bf9fdc049f9a4da56a827748557216fee560dbfd18f89c36aff6
2026-09-04T09:30:19.315822+00:00,TXN_1217,0.128,CLEAR,CLEAR,CLEAR,none,velocity_last_hour,16d200c1628d23bb44f0422839bfb174703b9a328d9e33558e54ec141cc9988f
2026-09-04T09:30:19.328492+00:00,TXN_1218,0.3472,CLEAR,CLEAR,CLEAR,none,hour_of_day,7ce651dd968dc9bb93d64258c5304eb20151beaf7d912023098b34fba656ad31
2026-09-04T09:30:19.337869+00:00,TXN_1219,0.117,CLEAR,CLEAR,CLEAR,none,device_change,5ae3090b7840e0306cdcfa4ebc6d41376ed92c625522121ec9e6d8cb759659e1
2026-09-04T09:30:19.349288+00:00,TXN_1220,0.2054,CLEAR,CLEAR,CLEAR,none,is_night,760d9e84037e7071bd1df3d723d8b0255d3c38f82da13f6153d71dfa942ba704
2026-09-04T09:30:19.362452+00:00,TXN_1221,0.312,CLEAR,CLEAR,CLEAR,none,amount_deviation_ratio,f683eb57997720330499bba54bd9fa437d2f784de446d57ee1a2ebb914fb08de
2026-09-04T09:30:19.371614+00:00,TXN_1222,0.0731,CLEAR,CLEAR,CLEAR,none,amount_deviation_ratio,688be10481f1da7eda413b189cddb5970a43c69cc8239a5984fb806b5e84f94a
2026-09-04T09:30:19.383361+00:00,TXN_1223,0.0711,CLEAR,CLEAR,CLEAR,none,location_mismatch,69f35079fa161928fb069e7271d6c0fb72098bf717b5dfc2f4d8b2b627856c79
2026-09-04T09:30:19.396311+00:00,TXN_1224,0.1212,CLEAR,CLEAR,CLEAR,none,merchant_avg_amount,90549016d2e825b241729355635673b75b54789ec2bcfc41dae433f63c606c78
2026-09-04T09:30:19.406058+00:00,TXN_1225,0.2161,CLEAR,CLEAR,CLEAR,none,merchant_avg_amount,d823814901bca1190f050509ec3a8c2d3666d44514dde78ad48d2710f0a3fbfd
2026-09-04T09:30:19.421391+00:00,TXN_1226,0.2209,CLEAR,CLEAR,CLEAR,none,velocity_last_hour,722ab9d45d735d832e5f089e425e5469d85e596f1a6c07ba5d5426f1b24cf623
2026-09-04T09:30:19.435764+00:00,TXN_1227,0.2105,CLEAR,CLEAR,CLEAR,none,location_mismatch,3009aff66fa8db92cf0982774a0a8a18f931716c291a5f5219b5b038ffa5bcb2
2026-09-04T09:30:19.451007+00:00,TXN_1228,0.1233,CLEAR,CLEAR,CLEAR,none,merchant_avg_amount,632dacfdb893678edb7ebe8df4ab1f252a3c3c2755761febbc70b831207c2cd9
2026-09-04T09:30:19.464739+00:00,TXN_1229,0.3291,CLEAR,CLEAR,CLEAR,none,merchant_avg_amount,f10c966dffa02b6ef9d23c70ad82810e94b5dbfe0b1f8d97c5e232d5106593b7
2026-09-04T09:30:19.481311+00:00,TXN_1230,0.6274,ESCALATE,ESCALATE,ESCALATE,none,merchant_avg_amount,db89535f0263302dd8f77847a6eab1b1e3730c2b9379a197be09ba7c74ec57ba
2026-09-04T09:30:19.496990+00:00,TXN_1231,0.0986,CLEAR,CLEAR,CLEAR,none,device_change,877507b288b7d21e3c3356790c3c4c2295d23b86ffd87104e40db38cb6d53c08
2026-09-04T09:30:19.513463+00:00,TXN_1232,0.5353,ESCALATE,ESCALATE,ESCALATE,none,amount_deviation_ratio,aef4624c8d506a5ec12a669876cf79bab39f2badcd09dd0934138541e9071255
2026-09-04T09:30:19.527962+00:00,TXN_1233,0.1249,CLEAR,CLEAR,CLEAR,none,customer_tenure_days,f11dc8cc5526a8163f605a2fc34451fc48f37c4b03e891ddfc2bffa2204ebd51
2026-09-04T09:30:19.543526+00:00,TXN_1234,0.1378,CLEAR,CLEAR,CLEAR,none,customer_tenure_days,503a8be6706fd59a5914d4a62b6db3b4e5514a852208a988b56b7f69e6b2fed9
2026-09-04T09:30:19.561625+00:00,TXN_1235,0.2542,CLEAR,CLEAR,CLEAR,none,is_night,816b05c6ec7133a3d5c1acc5a830759a95e030e0b6c6556402cbfd4822dff6ed
2026-09-04T09:30:19.577015+00:00,TXN_1236,0.0891,CLEAR,CLEAR,CLEAR,none,customer_tenure_days,e3b6a15f783d5ea274f194f95c347b6d99ebc090443d314975c54cc84433f590
2026-09-04T09:30:19.589531+00:00,TXN_1237,0.1916,CLEAR,CLEAR,CLEAR,none,customer_tenure_days,96be2d504f1fa9cf25fa87742ce5ce2ba64aa70009aeb22ca7ba4af832d41681
2026-09-04T09:30:19.605570+00:00,TXN_1238,0.1032,CLEAR,CLEAR,CLEAR,none,merchant_avg_amount,ccc2b5d516e274ec2955e0e171d5d7aeddcef8f7d05d79db6d1c6a910a6cbdb9
2026-09-04T09:30:19.617745+00:00,TXN_1239,0.0589,CLEAR,CLEAR,CLEAR,none,customer_tenure_days,a88e9f985e5fa20484fa1e6a525b1336b56ec4e73469beea6ccb55d3237d384e
2026-09-04T09:30:19.630442+00:00,TXN_1240,0.414,ESCALATE,ESCALATE,ESCALATE,none,hour_of_day,ec420d2b1dd9564a695a153d0d3aa65bcaa80098e6ce0bef395883e980894ad8
2026-09-04T09:30:19.639513+00:00,TXN_1241,0.36,CLEAR,CLEAR,CLEAR,none,merchant_avg_amount,98aee01c0d05667af70b6eca774922ecd09fb88e3650177acc1df670330a029b
2026-09-04T09:30:19.652886+00:00,TXN_1242,0.1699,CLEAR,CLEAR,CLEAR,none,hour_of_day,4cb2e876a6bcb6b2fa794914b388d5bf751b98308dc1e9530eff323affc96079
2026-09-04T09:30:19.669135+00:00,TXN_1243,0.0725,CLEAR,CLEAR,CLEAR,none,hour_of_day,93ba2ab901c679dcf8d8588e54d440beff0a795eab8215333c231632d605b84a
2026-09-04T09:30:19.686367+00:00,TXN_1244,0.0774,CLEAR,CLEAR,CLEAR,none,merchant_avg_amount,ea623b55196ab223b3950b394a17b4792ced7be8f282c5d52a2d006c524025d2
2026-09-04T09:30:19.702352+00:00,TXN_1245,0.0919,CLEAR,CLEAR,CLEAR,none,hour_of_day,2e8613c79e765bb6d47756916fbf679e51048cf5ef5887cd0367bc6e2eb20631
2026-09-04T09:30:19.719474+00:00,TXN_1246,0.1292,CLEAR,CLEAR,CLEAR,none,merchant_avg_amount,2cf2e04c641b6331b1409173c3878e2165662cade7953f5d8361f88b5ca6fc0e
2026-09-04T09:30:19.732986+00:00,TXN_1247,0.9765,HOLD,HOLD,HOLD,none,amount,d721e9025194828ce113751c9e9586e2fc17eabb3aa6d68cef50f34741e9df20
2026-09-04T09:30:19.748341+00:00,TXN_1248,0.41,ESCALATE,ESCALATE,ESCALATE,none,amount_deviation_ratio,8c6cf135785b722c3801946290f39626869c1fb009e69fe98f8a77218314e778
2026-09-04T09:30:19.764802+00:00,TXN_1249,0.0853,CLEAR,CLEAR,CLEAR,none,merchant_avg_amount,1c1789666bc07e1bf9ad2628446c61dd30ffcecc02badd8ab572f598ee268e58
2026-09-04T09:30:19.783690+00:00,TXN_1250,0.121,CLEAR,CLEAR,CLEAR,none,is_night,61cbf086528bea805caf5c478f329b213fad58847f7ef5c9807d2f7cd9c9b8d0
2026-09-04T09:30:19.803676+00:00,TXN_1251,0.1534,CLEAR,CLEAR,CLEAR,none,location_mismatch,73c80318b0d6b0ca3cfcb13c44927d3e2ad18d3061fbf1d0cbedf713af126b86
2026-09-04T09:30:19.821591+00:00,TXN_1252,0.7983,HOLD,HOLD,HOLD,none,location_mismatch,27e02bed0e9d3ddf4ac83aa62569c4b4a7918691cb9d91361b95da1e64028c21
2026-09-04T09:30:19.838742+00:00,TXN_1253,0.2981,CLEAR,CLEAR,CLEAR,none,velocity_last_hour,78093f7cc6c414127f1c7a2764d34b13ef6279bf54e0f3486ac7db8db694123b
2026-09-04T09:30:19.854134+00:00,TXN_1254,0.1149,CLEAR,CLEAR,CLEAR,none,hour_of_day,fba8fa2c9827b08a1807b57ea00b20fb400230f7f9f0099b0d84993c85882913
2026-09-04T09:30:19.868430+00:00,TXN_1255,0.237,CLEAR,CLEAR,CLEAR,none,hour_of_day,c8ed436d74f85bb7b256ad7b01c67785144e68739cefdc75adf0760f8df9aeba
2026-09-04T09:30:19.881627+00:00,TXN_1256,0.4508,ESCALATE,ESCALATE,ESCALATE,none,velocity_last_hour,e1e5e01ecc566b4fec23923d8de2c9fe72079078a2fd35c2370c9684770bc70c
2026-09-04T09:30:19.897866+00:00,TXN_1257,0.1409,CLEAR,CLEAR,CLEAR,none,is_night,0fec346553a6c9c27b4c087bb2978efc47e592a7107040f20409bfec8a129876
2026-09-04T09:30:19.913880+00:00,TXN_1258,0.3985,CLEAR,CLEAR,CLEAR,none,merchant_avg_amount,19ab24653d9d3f2ac29ae503aa0f95829c13251eaf2c7ea58f38283d707d0eec
2026-09-04T09:30:19.926093+00:00,TXN_1259,0.1001,CLEAR,CLEAR,CLEAR,none,is_night,240b5a283d1dddb82284fa3e6fe351da838a890f1ca737ee5c3c1eb962ccbaf2
2026-09-04T09:30:19.936207+00:00,TXN_1260,0.2579,CLEAR,CLEAR,CLEAR,none,merchant_avg_amount,488de8bc69e2952903b145604e8e101fc475feb5c20d46d16daaa204036dff4e
2026-09-04T09:30:19.951913+00:00,TXN_1261,0.1737,CLEAR,CLEAR,CLEAR,none,hour_of_day,f4c895cfea6887ce35f6b7fc551914258372c30e27a7ed51a0ed95ca6ce04c34
2026-09-04T09:30:19.965261+00:00,TXN_1262,0.0832,CLEAR,CLEAR,CLEAR,none,customer_tenure_days,921ff547a49ab47ea749c3bf0541fdbb8dba07dd7ee73537eec42e47d21d24da
2026-09-04T09:30:19.977858+00:00,TXN_1263,0.1414,CLEAR,CLEAR,CLEAR,none,velocity_last_hour,78d90a13d32b785dc3def2297fd4610052b1e52f528ddc16553f01aee522c194
2026-09-04T09:30:19.987913+00:00,TXN_1264,0.1787,CLEAR,CLEAR,CLEAR,none,location_mismatch,d1709dc0161d0a88ac3d6db51e0568f40a9ca336bb5338c62bfd6b64cbd61024
2026-09-04T09:30:20.003149+00:00,TXN_1265,0.0981,CLEAR,CLEAR,CLEAR,none,amount,6331b54e9bbbe7111207115df07ac37dd83ac54dcc2fd563dc4a43897d3c380e
2026-09-04T09:30:20.017258+00:00,TXN_1266,0.2457,CLEAR,CLEAR,CLEAR,none,is_night,5a4ee8ae82c50cf52317690fdb07568adb0b7a6be32ff84151757300bdb9d3d2
2026-09-04T09:30:20.029775+00:00,TXN_1267,0.1592,CLEAR,CLEAR,CLEAR,none,amount,76465cbb0a7be116fd1e1df411cfb52f8a12cd85ef9f05d665089b0fc9d54c56
2026-09-04T09:30:20.038810+00:00,TXN_1268,0.2305,CLEAR,CLEAR,CLEAR,none,is_night,79ebf51ded6c79df859744e501729046e97b9f10a0cf3b1834311e749556893d
2026-09-04T09:30:20.052232+00:00,TXN_1269,0.8324,HOLD,HOLD,HOLD,none,merchant_avg_amount,bd694b04c542f471806e44825afacd0dce3e4052ca942a34a66fb3a4fef137ec
2026-09-04T09:30:20.067225+00:00,TXN_1270,0.6424,ESCALATE,ESCALATE,ESCALATE,none,location_mismatch,cc28fd54cffdc124812705c1533010450ee130c3e628aaa710b94a3f01a691ab
